time,deviceName,max_dB,class_label,average_dB,stdev,rssi,snr
2025-12-15 10:42:47,TestLab,59.8,Background Noise,51.3,51.3,52.2,0.0,95.8,4.2,0.0,40.5,51.2,53.6,-99,12.0
2025-12-15 10:43:19,INMP441,68.5,People,61.3,60.1,61.6,0.0,25.0,75.0,0.0,58.0,60.5,63.5,-108,7.5
2025-12-15 10:43:47,TestLab,63.5,Background Noise,51.3,51.3,51.3,0.0,95.8,4.2,0.0,40.5,51.3,53.3,-106,8.8
2025-12-15 10:44:19,INMP441,71.4,People,61.8,60.2,62.3,61.2,22.9,76.2,0.8,58.0,60.6,64.3,-110,5.0
2025-12-15 10:45:19,INMP441,74.0,People,62.7,60.3,62.9,0.0,9.6,90.4,0.0,58.0,61.1,64.7,-105,9.3
2025-12-15 10:45:47,TestLab,59.7,Background Noise,52.1,52.1,52.1,0.0,90.0,10.0,0.0,40.6,51.6,54.1,-101,9.5
2025-12-15 10:46:19,INMP441,68.3,People,60.7,59.9,60.9,0.0,19.6,80.4,0.0,57.3,60.0,62.9,-108,7.3
2025-12-15 10:46:47,TestLab,65.7,People,53.6,51.8,58.7,0.0,86.7,13.3,0.0,40.4,51.3,55.8,-96,12.8
2025-12-15 10:47:19,INMP441,70.8,People,62.1,60.4,62.4,0.0,14.6,85.4,0.0,57.9,60.9,64.8,-109,6.3
2025-12-15 10:47:48,TestLab,62.5,Background Noise,52.3,51.9,53.5,0.0,80.1,19.9,0.0,40.6,51.5,54.3,-95,13.0
2025-12-15 10:48:19,INMP441,69.4,People,62.3,60.3,62.7,0.0,21.2,78.8,0.0,58.1,60.9,65.0,-107,7.5
2025-12-15 10:48:48,TestLab,56.8,Background Noise,50.9,50.8,51.7,0.0,91.2,8.8,0.0,40.3,50.8,53.7,-97,11.5
2025-12-15 10:49:19,INMP441,74.6,People,63.4,60.1,63.9,0.0,17.9,82.1,0.0,58.1,61.4,66.6,-111,4.8
2025-12-15 10:49:48,TestLab,60.5,Background Noise,52.1,51.7,52.6,0.0,60.4,39.6,0.0,40.4,51.6,54.5,-97,12.5
2025-12-15 10:50:19,INMP441,80.6,People,67.4,63.0,67.5,0.0,4.6,95.4,0.0,59.7,63.9,71.0,-111,2.3
2025-12-15 10:50:48,TestLab,56.9,Background Noise,51.7,51.0,53.0,0.0,68.5,31.5,0.0,40.4,51.5,54.3,-94,13.0
2025-12-15 10:51:19,INMP441,78.3,People,66.9,62.7,66.9,0.0,1.2,98.8,0.0,60.2,63.9,70.7,-106,7.8
2025-12-15 10:51:48,TestLab,58.2,Background Noise,52.1,51.7,53.2,0.0,76.2,23.7,0.0,40.6,51.9,54.3,-97,5.5
2025-12-15 10:52:19,INMP441,75.9,People,65.6,59.7,65.9,0.0,8.3,91.7,0.0,59.5,63.6,68.6,-104,9.5
2025-12-15 10:52:48,TestLab,67.2,People,52.8,51.8,54.1,51.1,63.7,35.8,0.4,50.0,51.9,54.2,-92,10.8
2025-12-15 10:53:19,INMP441,73.2,People,66.1,60.7,66.3,0.0,6.2,93.7,0.0,59.7,64.4,69.6,-110,5.5
2025-12-15 10:53:48,TestLab,75.0,People,54.5,51.5,58.9,0.0,77.9,22.1,0.0,40.5,51.5,54.3,-99,11.5
2025-12-15 10:54:19,INMP441,75.9,People,66.1,60.2,66.3,0.0,6.2,93.7,0.0,59.8,63.7,69.8,-105,8.5
2025-12-15 10:54:48,TestLab,60.8,Background Noise,52.1,52.0,52.3,0.0,78.3,21.7,0.0,40.7,51.6,54.0,-97,12.5
2025-12-15 10:55:19,INMP441,73.4,People,64.3,60.2,64.6,0.0,7.9,92.1,0.0,59.2,63.0,67.2,-107,7.8
2025-12-15 10:55:48,TestLab,59.7,Background Noise,51.6,51.3,52.3,0.0,76.2,23.7,0.0,40.4,51.3,53.8,-98,12.8
2025-12-15 10:56:19,INMP441,77.6,People,64.8,59.9,65.0,0.0,6.7,93.3,0.0,58.7,62.7,67.8,-110,5.5
